#,variety,lysimeter,day of year,hour,minute,ET,hour of year,minute of year 
6388,CLN,lys6,201,3,55,0,201.125,201.1631944
6389,CLN,lys6,201,4,0,0,201.1666667,201.1666667
6390,CLN,lys6,201,4,5,0,201.1666667,201.1701389
6391,CLN,lys6,201,4,10,5,201.1666667,201.1736111
6392,CLN,lys6,201,4,15,0,201.1666667,201.1770833
6393,CLN,lys6,201,4,20,0,201.1666667,201.1805556
6394,CLN,lys6,201,4,25,0,201.1666667,201.1840278
6395,CLN,lys6,201,4,30,5,201.1666667,201.1875
6396,CLN,lys6,201,4,35,0,201.1666667,201.1909722
6397,CLN,lys6,201,4,40,0,201.1666667,201.1944444
6398,CLN,lys6,201,4,45,5,201.1666667,201.1979167
6399,CLN,lys6,201,4,50,5,201.1666667,201.2013889
6400,CLN,lys6,201,4,55,0,201.1666667,201.2048611
6401,CLN,lys6,201,5,0,5,201.2083333,201.2083333
6402,CLN,lys6,201,5,5,0,201.2083333,201.2118056
6403,CLN,lys6,201,5,10,0,201.2083333,201.2152778
6404,CLN,lys6,201,5,15,5,201.2083333,201.21875
6405,CLN,lys6,201,5,20,0,201.2083333,201.2222222
6406,CLN,lys6,201,5,25,0,201.2083333,201.2256944
6407,CLN,lys6,201,5,30,0,201.2083333,201.2291667
6408,CLN,lys6,201,5,35,5,201.2083333,201.2326389
6409,CLN,lys6,201,5,40,5,201.2083333,201.2361111
6410,CLN,lys6,201,5,45,0,201.2083333,201.2395833
6411,CLN,lys6,201,5,50,0,201.2083333,201.2430556
6412,CLN,lys6,201,5,55,0,201.2083333,201.2465278
6413,CLN,lys6,201,6,0,5,201.25,201.25
6414,CLN,lys6,201,6,5,0,201.25,201.2534722
6415,CLN,lys6,201,6,10,5,201.25,201.2569444
6416,CLN,lys6,201,6,15,0,201.25,201.2604167
6417,CLN,lys6,201,6,20,5,201.25,201.2638889
6418,CLN,lys6,201,6,25,5,201.25,201.2673611
6419,CLN,lys6,201,6,30,5,201.25,201.2708333
6420,CLN,lys6,201,6,35,0,201.25,201.2743056
6421,CLN,lys6,201,6,40,5,201.25,201.2777778
6422,CLN,lys6,201,6,45,5,201.25,201.28125
6423,CLN,lys6,201,6,50,0,201.25,201.2847222
6424,CLN,lys6,201,6,55,10,201.25,201.2881944
6425,CLN,lys6,201,7,0,10,201.2916667,201.2916667
6426,CLN,lys6,201,7,5,5,201.2916667,201.2951389
6427,CLN,lys6,201,7,10,5,201.2916667,201.2986111
6428,CLN,lys6,201,7,15,5,201.2916667,201.3020833
6429,CLN,lys6,201,7,20,10,201.2916667,201.3055556
6430,CLN,lys6,201,7,25,15,201.2916667,201.3090278
6431,CLN,lys6,201,7,30,10,201.2916667,201.3125
6432,CLN,lys6,201,7,35,5,201.2916667,201.3159722
6433,CLN,lys6,201,7,40,NA,201.2916667,201.3194444
6434,CLN,lys6,201,7,45,NA,201.2916667,201.3229167
6435,CLN,lys6,201,7,50,NA,201.2916667,201.3263889
6436,CLN,lys6,201,7,55,NA,201.2916667,201.3298611
6437,CLN,lys6,201,8,0,20,201.3333333,201.3333333
6438,CLN,lys6,201,8,5,15,201.3333333,201.3368056
6439,CLN,lys6,201,8,10,15,201.3333333,201.3402778
6440,CLN,lys6,201,8,15,5,201.3333333,201.34375
6441,CLN,lys6,201,8,20,20,201.3333333,201.3472222
6442,CLN,lys6,201,8,25,15,201.3333333,201.3506944
6443,CLN,lys6,201,8,30,15,201.3333333,201.3541667
6444,CLN,lys6,201,8,35,15,201.3333333,201.3576389
6445,CLN,lys6,201,8,40,10,201.3333333,201.3611111
6446,CLN,lys6,201,8,45,20,201.3333333,201.3645833
6447,CLN,lys6,201,8,50,20,201.3333333,201.3680556
6448,CLN,lys6,201,8,55,15,201.3333333,201.3715278
6449,CLN,lys6,201,9,0,20,201.375,201.375
6450,CLN,lys6,201,9,5,15,201.375,201.3784722
6451,CLN,lys6,201,9,10,20,201.375,201.3819444
6452,CLN,lys6,201,9,15,15,201.375,201.3854167
6453,CLN,lys6,201,9,20,15,201.375,201.3888889
6454,CLN,lys6,201,9,25,15,201.375,201.3923611
6455,CLN,lys6,201,9,30,20,201.375,201.3958333
6456,CLN,lys6,201,9,35,35,201.375,201.3993056
6457,CLN,lys6,201,9,40,20,201.375,201.4027778
6458,CLN,lys6,201,9,45,30,201.375,201.40625
6459,CLN,lys6,201,9,50,35,201.375,201.4097222
6460,CLN,lys6,201,9,55,25,201.375,201.4131944
6461,CLN,lys6,201,10,0,30,201.4166667,201.4166667
6462,CLN,lys6,201,10,5,35,201.4166667,201.4201389
6463,CLN,lys6,201,10,10,30,201.4166667,201.4236111
6464,CLN,lys6,201,10,15,25,201.4166667,201.4270833
6465,CLN,lys6,201,10,20,35,201.4166667,201.4305556
6466,CLN,lys6,201,10,25,35,201.4166667,201.4340278
6467,CLN,lys6,201,10,30,25,201.4166667,201.4375
6468,CLN,lys6,201,10,35,25,201.4166667,201.4409722
6469,CLN,lys6,201,10,40,40,201.4166667,201.4444444
6470,CLN,lys6,201,10,45,45,201.4166667,201.4479167
6471,CLN,lys6,201,10,50,50,201.4166667,201.4513889
6472,CLN,lys6,201,10,55,40,201.4166667,201.4548611
6473,CLN,lys6,201,11,0,35,201.4583333,201.4583333
6474,CLN,lys6,201,11,5,35,201.4583333,201.4618056
6475,CLN,lys6,201,11,10,40,201.4583333,201.4652778
6476,CLN,lys6,201,11,15,45,201.4583333,201.46875
6477,CLN,lys6,201,11,20,35,201.4583333,201.4722222
6478,CLN,lys6,201,11,25,40,201.4583333,201.4756944
6479,CLN,lys6,201,11,30,40,201.4583333,201.4791667
6480,CLN,lys6,201,11,35,40,201.4583333,201.4826389
6481,CLN,lys6,201,11,40,40,201.4583333,201.4861111
6482,CLN,lys6,201,11,45,40,201.4583333,201.4895833
6483,CLN,lys6,201,11,50,45,201.4583333,201.4930556
6484,CLN,lys6,201,11,55,40,201.4583333,201.4965278
6485,CLN,lys6,201,12,0,45,201.5,201.5
6486,CLN,lys6,201,12,5,40,201.5,201.5034722
6487,CLN,lys6,201,12,10,40,201.5,201.5069444
6488,CLN,lys6,201,12,15,40,201.5,201.5104167
6489,CLN,lys6,201,12,20,45,201.5,201.5138889
6490,CLN,lys6,201,12,25,40,201.5,201.5173611
6491,CLN,lys6,201,12,30,45,201.5,201.5208333
6492,CLN,lys6,201,12,35,35,201.5,201.5243056
6493,CLN,lys6,201,12,40,40,201.5,201.5277778
6494,CLN,lys6,201,12,45,40,201.5,201.53125
6495,CLN,lys6,201,12,50,40,201.5,201.5347222
6496,CLN,lys6,201,12,55,40,201.5,201.5381944
6497,CLN,lys6,201,13,0,35,201.5416667,201.5416667
6498,CLN,lys6,201,13,5,45,201.5416667,201.5451389
6499,CLN,lys6,201,13,10,45,201.5416667,201.5486111
6500,CLN,lys6,201,13,15,40,201.5416667,201.5520833
6501,CLN,lys6,201,13,20,40,201.5416667,201.5555556
6502,CLN,lys6,201,13,25,45,201.5416667,201.5590278
6503,CLN,lys6,201,13,30,45,201.5416667,201.5625
6504,CLN,lys6,201,13,35,45,201.5416667,201.5659722
6505,CLN,lys6,201,13,40,45,201.5416667,201.5694444
6506,CLN,lys6,201,13,45,NA,201.5416667,201.5729167
6507,CLN,lys6,201,13,50,NA,201.5416667,201.5763889
6508,CLN,lys6,201,13,55,NA,201.5416667,201.5798611
6509,CLN,lys6,201,14,0,NA,201.5833333,201.5833333
6510,CLN,lys6,201,14,5,NA,201.5833333,201.5868056
6511,CLN,lys6,201,14,10,45,201.5833333,201.5902778
6512,CLN,lys6,201,14,15,45,201.5833333,201.59375
6513,CLN,lys6,201,14,20,45,201.5833333,201.5972222
6514,CLN,lys6,201,14,25,40,201.5833333,201.6006944
6515,CLN,lys6,201,14,30,45,201.5833333,201.6041667
6516,CLN,lys6,201,14,35,45,201.5833333,201.6076389
6517,CLN,lys6,201,14,40,40,201.5833333,201.6111111
6518,CLN,lys6,201,14,45,45,201.5833333,201.6145833
6519,CLN,lys6,201,14,50,35,201.5833333,201.6180556
6520,CLN,lys6,201,14,55,40,201.5833333,201.6215278
6521,CLN,lys6,201,15,0,40,201.625,201.625
6522,CLN,lys6,201,15,5,35,201.625,201.6284722
6523,CLN,lys6,201,15,10,40,201.625,201.6319444
6524,CLN,lys6,201,15,15,40,201.625,201.6354167
6525,CLN,lys6,201,15,20,35,201.625,201.6388889
6526,CLN,lys6,201,15,25,40,201.625,201.6423611
6527,CLN,lys6,201,15,30,40,201.625,201.6458333
6528,CLN,lys6,201,15,35,35,201.625,201.6493056
6529,CLN,lys6,201,15,40,35,201.625,201.6527778
6530,CLN,lys6,201,15,45,35,201.625,201.65625
6531,CLN,lys6,201,15,50,35,201.625,201.6597222
6532,CLN,lys6,201,15,55,35,201.625,201.6631944
6533,CLN,lys6,201,16,0,35,201.6666667,201.6666667
6534,CLN,lys6,201,16,5,35,201.6666667,201.6701389
6535,CLN,lys6,201,16,10,35,201.6666667,201.6736111
6536,CLN,lys6,201,16,15,30,201.6666667,201.6770833
6537,CLN,lys6,201,16,20,25,201.6666667,201.6805556
6538,CLN,lys6,201,16,25,35,201.6666667,201.6840278
6539,CLN,lys6,201,16,30,30,201.6666667,201.6875
6540,CLN,lys6,201,16,35,10,201.6666667,201.6909722
6541,CLN,lys6,201,16,40,NA,201.6666667,201.6944444
6542,CLN,lys6,201,16,45,NA,201.6666667,201.6979167
6543,CLN,lys6,201,16,50,NA,201.6666667,201.7013889
6544,CLN,lys6,201,16,55,NA,201.6666667,201.7048611
6545,CLN,lys6,201,17,0,25,201.7083333,201.7083333
6546,CLN,lys6,201,17,5,25,201.7083333,201.7118056
6547,CLN,lys6,201,17,10,25,201.7083333,201.7152778
6548,CLN,lys6,201,17,15,20,201.7083333,201.71875
6549,CLN,lys6,201,17,20,25,201.7083333,201.7222222
6550,CLN,lys6,201,17,25,20,201.7083333,201.7256944
6551,CLN,lys6,201,17,30,15,201.7083333,201.7291667
6552,CLN,lys6,201,17,35,25,201.7083333,201.7326389
6553,CLN,lys6,201,17,40,15,201.7083333,201.7361111
6554,CLN,lys6,201,17,45,15,201.7083333,201.7395833
6555,CLN,lys6,201,17,50,20,201.7083333,201.7430556
6556,CLN,lys6,201,17,55,10,201.7083333,201.7465278
6557,CLN,lys6,201,18,0,15,201.75,201.75
6558,CLN,lys6,201,18,5,15,201.75,201.7534722
6559,CLN,lys6,201,18,10,10,201.75,201.7569444
6560,CLN,lys6,201,18,15,10,201.75,201.7604167
6561,CLN,lys6,201,18,20,10,201.75,201.7638889
6562,CLN,lys6,201,18,25,5,201.75,201.7673611
6563,CLN,lys6,201,18,30,15,201.75,201.7708333
6564,CLN,lys6,201,18,35,10,201.75,201.7743056
6565,CLN,lys6,201,18,40,5,201.75,201.7777778
6566,CLN,lys6,201,18,45,15,201.75,201.78125
6567,CLN,lys6,201,18,50,0,201.75,201.7847222
6568,CLN,lys6,201,18,55,10,201.75,201.7881944
6569,CLN,lys6,201,19,0,5,201.7916667,201.7916667
6570,CLN,lys6,201,19,5,10,201.7916667,201.7951389
6571,CLN,lys6,201,19,10,5,201.7916667,201.7986111
6572,CLN,lys6,201,19,15,5,201.7916667,201.8020833
6573,CLN,lys6,201,19,20,0,201.7916667,201.8055556
6574,CLN,lys6,201,19,25,10,201.7916667,201.8090278
6575,CLN,lys6,201,19,30,5,201.7916667,201.8125
6576,CLN,lys6,201,19,35,0,201.7916667,201.8159722
6577,CLN,lys6,201,19,40,5,201.7916667,201.8194444
6578,CLN,lys6,201,19,45,0,201.7916667,201.8229167
6579,CLN,lys6,201,19,50,0,201.7916667,201.8263889
6580,CLN,lys6,201,19,55,0,201.7916667,201.8298611
6581,CLN,lys6,201,20,0,5,201.8333333,201.8333333
6582,CLN,lys6,201,20,5,0,201.8333333,201.8368056
6583,CLN,lys6,201,20,10,0,201.8333333,201.8402778
6584,CLN,lys6,201,20,15,5,201.8333333,201.84375
6585,CLN,lys6,201,20,20,0,201.8333333,201.8472222
6586,CLN,lys6,201,20,25,5,201.8333333,201.8506944
6587,CLN,lys6,201,20,30,0,201.8333333,201.8541667
6588,CLN,lys6,201,20,35,0,201.8333333,201.8576389
6589,CLN,lys6,201,20,40,5,201.8333333,201.8611111
6590,CLN,lys6,201,20,45,5,201.8333333,201.8645833
6591,CLN,lys6,201,20,50,0,201.8333333,201.8680556
6592,CLN,lys6,201,20,55,0,201.8333333,201.8715278
6593,CLN,lys6,201,21,0,5,201.875,201.875
6594,CLN,lys6,201,21,5,0,201.875,201.8784722
6595,CLN,lys6,201,21,10,5,201.875,201.8819444
6596,CLN,lys6,201,21,15,0,201.875,201.8854167
6597,CLN,lys6,201,21,20,0,201.875,201.8888889
6598,CLN,lys6,201,21,25,0,201.875,201.8923611
6599,CLN,lys6,201,21,30,5,201.875,201.8958333
6600,CLN,lys6,201,21,35,5,201.875,201.8993056
6601,CLN,lys6,201,21,40,0,201.875,201.9027778
6602,CLN,lys6,201,21,45,5,201.875,201.90625
6603,CLN,lys6,201,21,50,0,201.875,201.9097222
6604,CLN,lys6,201,21,55,5,201.875,201.9131944
6605,CLN,lys6,201,22,0,0,201.9166667,201.9166667
6606,CLN,lys6,201,22,5,0,201.9166667,201.9201389
6607,CLN,lys6,201,22,10,5,201.9166667,201.9236111
6608,CLN,lys6,201,22,15,0,201.9166667,201.9270833
6609,CLN,lys6,201,22,20,5,201.9166667,201.9305556
6610,CLN,lys6,201,22,25,0,201.9166667,201.9340278
6611,CLN,lys6,201,22,30,5,201.9166667,201.9375
6612,CLN,lys6,201,22,35,0,201.9166667,201.9409722
6613,CLN,lys6,201,22,40,0,201.9166667,201.9444444
6614,CLN,lys6,201,22,45,5,201.9166667,201.9479167
6615,CLN,lys6,201,22,50,0,201.9166667,201.9513889
6616,CLN,lys6,201,22,55,0,201.9166667,201.9548611
6617,CLN,lys6,201,23,0,0,201.9583333,201.9583333
6618,CLN,lys6,201,23,5,0,201.9583333,201.9618056
6619,CLN,lys6,201,23,10,0,201.9583333,201.9652778
6620,CLN,lys6,201,23,15,0,201.9583333,201.96875
6621,CLN,lys6,201,23,20,0,201.9583333,201.9722222
6622,CLN,lys6,201,23,25,0,201.9583333,201.9756944
6623,CLN,lys6,201,23,30,NA,201.9583333,201.9791667
6624,CLN,lys6,201,23,35,NA,201.9583333,201.9826389
6625,CLN,lys6,201,23,40,NA,201.9583333,201.9861111
6626,CLN,lys6,201,23,45,NA,201.9583333,201.9895833
6627,CLN,lys6,201,23,50,0,201.9583333,201.9930556
6628,CLN,lys6,201,23,55,0,201.9583333,201.9965278
6629,CLN,lys6,202,0,0,5,202,202
6630,CLN,lys6,202,0,5,0,202,202.0034722
6631,CLN,lys6,202,0,10,0,202,202.0069444
6632,CLN,lys6,202,0,15,5,202,202.0104167
6633,CLN,lys6,202,0,20,0,202,202.0138889
6634,CLN,lys6,202,0,25,0,202,202.0173611
6635,CLN,lys6,202,0,30,5,202,202.0208333
6636,CLN,lys6,202,0,35,0,202,202.0243056
6637,CLN,lys6,202,0,40,0,202,202.0277778
6638,CLN,lys6,202,0,45,0,202,202.03125
6639,CLN,lys6,202,0,50,0,202,202.0347222
6640,CLN,lys6,202,0,55,5,202,202.0381944
6641,CLN,lys6,202,1,0,5,202.0416667,202.0416667
6642,CLN,lys6,202,1,5,0,202.0416667,202.0451389
6643,CLN,lys6,202,1,10,0,202.0416667,202.0486111
6644,CLN,lys6,202,1,15,0,202.0416667,202.0520833
6645,CLN,lys6,202,1,20,5,202.0416667,202.0555556
6646,CLN,lys6,202,1,25,0,202.0416667,202.0590278
6647,CLN,lys6,202,1,30,0,202.0416667,202.0625
6648,CLN,lys6,202,1,35,0,202.0416667,202.0659722
6649,CLN,lys6,202,1,40,5,202.0416667,202.0694444
6650,CLN,lys6,202,1,45,5,202.0416667,202.0729167
6651,CLN,lys6,202,1,50,0,202.0416667,202.0763889
6652,CLN,lys6,202,1,55,0,202.0416667,202.0798611
6653,CLN,lys6,202,2,0,0,202.0833333,202.0833333
6654,CLN,lys6,202,2,5,0,202.0833333,202.0868056
6655,CLN,lys6,202,2,10,0,202.0833333,202.0902778
6656,CLN,lys6,202,2,15,0,202.0833333,202.09375
6657,CLN,lys6,202,2,20,0,202.0833333,202.0972222
6658,CLN,lys6,202,2,25,5,202.0833333,202.1006944
6659,CLN,lys6,202,2,30,0,202.0833333,202.1041667
6660,CLN,lys6,202,2,35,5,202.0833333,202.1076389
6661,CLN,lys6,202,2,40,0,202.0833333,202.1111111
6662,CLN,lys6,202,2,45,5,202.0833333,202.1145833
6663,CLN,lys6,202,2,50,0,202.0833333,202.1180556
6664,CLN,lys6,202,2,55,0,202.0833333,202.1215278
6665,CLN,lys6,202,3,0,0,202.125,202.125
6666,CLN,lys6,202,3,5,0,202.125,202.1284722
6667,CLN,lys6,202,3,10,5,202.125,202.1319444
6668,CLN,lys6,202,3,15,0,202.125,202.1354167
6669,CLN,lys6,202,3,20,0,202.125,202.1388889
6670,CLN,lys6,202,3,25,0,202.125,202.1423611
6671,CLN,lys6,202,3,30,0,202.125,202.1458333
6672,CLN,lys6,202,3,35,5,202.125,202.1493056
6673,CLN,lys6,202,3,40,0,202.125,202.1527778
6674,CLN,lys6,202,3,45,0,202.125,202.15625
6675,CLN,lys6,202,3,50,0,202.125,202.1597222
6676,CLN,lys6,202,3,55,0,202.125,202.1631944
6677,CLN,lys6,202,4,0,0,202.1666667,202.1666667
6678,CLN,lys6,202,4,5,0,202.1666667,202.1701389
6679,CLN,lys6,202,4,10,5,202.1666667,202.1736111
6680,CLN,lys6,202,4,15,5,202.1666667,202.1770833
6681,CLN,lys6,202,4,20,0,202.1666667,202.1805556
6682,CLN,lys6,202,4,25,0,202.1666667,202.1840278
6683,CLN,lys6,202,4,30,0,202.1666667,202.1875
6684,CLN,lys6,202,4,35,0,202.1666667,202.1909722
6685,CLN,lys6,202,4,40,5,202.1666667,202.1944444
6686,CLN,lys6,202,4,45,0,202.1666667,202.1979167
6687,CLN,lys6,202,4,50,5,202.1666667,202.2013889
6688,CLN,lys6,202,4,55,0,202.1666667,202.2048611
6689,CLN,lys6,202,5,0,0,202.2083333,202.2083333
6690,CLN,lys6,202,5,5,5,202.2083333,202.2118056
6691,CLN,lys6,202,5,10,0,202.2083333,202.2152778
6692,CLN,lys6,202,5,15,0,202.2083333,202.21875
6693,CLN,lys6,202,5,20,0,202.2083333,202.2222222
6694,CLN,lys6,202,5,25,0,202.2083333,202.2256944
6695,CLN,lys6,202,5,30,0,202.2083333,202.2291667
6696,CLN,lys6,202,5,35,5,202.2083333,202.2326389
6697,CLN,lys6,202,5,40,0,202.2083333,202.2361111
6698,CLN,lys6,202,5,45,10,202.2083333,202.2395833
6699,CLN,lys6,202,5,50,0,202.2083333,202.2430556
6700,CLN,lys6,202,5,55,5,202.2083333,202.2465278
6701,CLN,lys6,202,6,0,0,202.25,202.25
6702,CLN,lys6,202,6,5,0,202.25,202.2534722
6703,CLN,lys6,202,6,10,5,202.25,202.2569444
6704,CLN,lys6,202,6,15,0,202.25,202.2604167
6705,CLN,lys6,202,6,20,0,202.25,202.2638889
6706,CLN,lys6,202,6,25,5,202.25,202.2673611
6707,CLN,lys6,202,6,30,5,202.25,202.2708333
6708,CLN,lys6,202,6,35,5,202.25,202.2743056
6709,CLN,lys6,202,6,40,10,202.25,202.2777778
6710,CLN,lys6,202,6,45,0,202.25,202.28125
6711,CLN,lys6,202,6,50,0,202.25,202.2847222
6712,CLN,lys6,202,6,55,5,202.25,202.2881944
6713,CLN,lys6,202,7,0,5,202.2916667,202.2916667
6714,CLN,lys6,202,7,5,NA,202.2916667,202.2951389
6715,CLN,lys6,202,7,10,NA,202.2916667,202.2986111
6716,CLN,lys6,202,7,15,NA,202.2916667,202.3020833
6717,CLN,lys6,202,7,20,NA,202.2916667,202.3055556
6718,CLN,lys6,202,7,25,NA,202.2916667,202.3090278
6719,CLN,lys6,202,7,30,5,202.2916667,202.3125
6720,CLN,lys6,202,7,35,10,202.2916667,202.3159722
6721,CLN,lys6,202,7,40,NA,202.2916667,202.3194444
6722,CLN,lys6,202,7,45,NA,202.2916667,202.3229167
6723,CLN,lys6,202,7,50,NA,202.2916667,202.3263889
6724,CLN,lys6,202,7,55,NA,202.2916667,202.3298611
6725,CLN,lys6,202,8,0,10,202.3333333,202.3333333
6726,CLN,lys6,202,8,5,15,202.3333333,202.3368056
6727,CLN,lys6,202,8,10,15,202.3333333,202.3402778
6728,CLN,lys6,202,8,15,15,202.3333333,202.34375
6729,CLN,lys6,202,8,20,10,202.3333333,202.3472222
6730,CLN,lys6,202,8,25,15,202.3333333,202.3506944
6731,CLN,lys6,202,8,30,20,202.3333333,202.3541667
6732,CLN,lys6,202,8,35,15,202.3333333,202.3576389
6733,CLN,lys6,202,8,40,20,202.3333333,202.3611111
6734,CLN,lys6,202,8,45,15,202.3333333,202.3645833
6735,CLN,lys6,202,8,50,20,202.3333333,202.3680556
6736,CLN,lys6,202,8,55,20,202.3333333,202.3715278
6737,CLN,lys6,202,9,0,20,202.375,202.375
6738,CLN,lys6,202,9,5,15,202.375,202.3784722
6739,CLN,lys6,202,9,10,25,202.375,202.3819444
6740,CLN,lys6,202,9,15,20,202.375,202.3854167
6741,CLN,lys6,202,9,20,25,202.375,202.3888889
6742,CLN,lys6,202,9,25,20,202.375,202.3923611
6743,CLN,lys6,202,9,30,30,202.375,202.3958333
6744,CLN,lys6,202,9,35,25,202.375,202.3993056
6745,CLN,lys6,202,9,40,20,202.375,202.4027778
6746,CLN,lys6,202,9,45,25,202.375,202.40625
6747,CLN,lys6,202,9,50,25,202.375,202.4097222
6748,CLN,lys6,202,9,55,30,202.375,202.4131944
6749,CLN,lys6,202,10,0,30,202.4166667,202.4166667
6750,CLN,lys6,202,10,5,30,202.4166667,202.4201389
6751,CLN,lys6,202,10,10,30,202.4166667,202.4236111
6752,CLN,lys6,202,10,15,35,202.4166667,202.4270833
6753,CLN,lys6,202,10,20,35,202.4166667,202.4305556
6754,CLN,lys6,202,10,25,40,202.4166667,202.4340278
6755,CLN,lys6,202,10,30,35,202.4166667,202.4375
6756,CLN,lys6,202,10,35,30,202.4166667,202.4409722
6757,CLN,lys6,202,10,40,45,202.4166667,202.4444444
6758,CLN,lys6,202,10,45,35,202.4166667,202.4479167
6759,CLN,lys6,202,10,50,35,202.4166667,202.4513889
6760,CLN,lys6,202,10,55,45,202.4166667,202.4548611
6761,CLN,lys6,202,11,0,35,202.4583333,202.4583333
6762,CLN,lys6,202,11,5,35,202.4583333,202.4618056
6763,CLN,lys6,202,11,10,40,202.4583333,202.4652778
6764,CLN,lys6,202,11,15,40,202.4583333,202.46875
6765,CLN,lys6,202,11,20,40,202.4583333,202.4722222
6766,CLN,lys6,202,11,25,45,202.4583333,202.4756944
6767,CLN,lys6,202,11,30,40,202.4583333,202.4791667
6768,CLN,lys6,202,11,35,40,202.4583333,202.4826389
6769,CLN,lys6,202,11,40,40,202.4583333,202.4861111
6770,CLN,lys6,202,11,45,40,202.4583333,202.4895833
6771,CLN,lys6,202,11,50,40,202.4583333,202.4930556
6772,CLN,lys6,202,11,55,35,202.4583333,202.4965278
6773,CLN,lys6,202,12,0,40,202.5,202.5
6774,CLN,lys6,202,12,5,40,202.5,202.5034722
6775,CLN,lys6,202,12,10,40,202.5,202.5069444
6776,CLN,lys6,202,12,15,35,202.5,202.5104167
6777,CLN,lys6,202,12,20,40,202.5,202.5138889
6778,CLN,lys6,202,12,25,40,202.5,202.5173611
6779,CLN,lys6,202,12,30,45,202.5,202.5208333
6780,CLN,lys6,202,12,35,35,202.5,202.5243056
6781,CLN,lys6,202,12,40,40,202.5,202.5277778
6782,CLN,lys6,202,12,45,35,202.5,202.53125
6783,CLN,lys6,202,12,50,40,202.5,202.5347222
6784,CLN,lys6,202,12,55,35,202.5,202.5381944
6785,CLN,lys6,202,13,0,45,202.5416667,202.5416667
6786,CLN,lys6,202,13,5,35,202.5416667,202.5451389
6787,CLN,lys6,202,13,10,40,202.5416667,202.5486111
6788,CLN,lys6,202,13,15,40,202.5416667,202.5520833
6789,CLN,lys6,202,13,20,40,202.5416667,202.5555556
6790,CLN,lys6,202,13,25,45,202.5416667,202.5590278
6791,CLN,lys6,202,13,30,45,202.5416667,202.5625
6792,CLN,lys6,202,13,35,45,202.5416667,202.5659722
6793,CLN,lys6,202,13,40,40,202.5416667,202.5694444
6794,CLN,lys6,202,13,45,NA,202.5416667,202.5729167
6795,CLN,lys6,202,13,50,NA,202.5416667,202.5763889
6796,CLN,lys6,202,13,55,NA,202.5416667,202.5798611
6797,CLN,lys6,202,14,0,NA,202.5833333,202.5833333
6798,CLN,lys6,202,14,5,NA,202.5833333,202.5868056
6799,CLN,lys6,202,14,10,45,202.5833333,202.5902778
6800,CLN,lys6,202,14,15,45,202.5833333,202.59375
6801,CLN,lys6,202,14,20,45,202.5833333,202.5972222
6802,CLN,lys6,202,14,25,40,202.5833333,202.6006944
6803,CLN,lys6,202,14,30,45,202.5833333,202.6041667
6804,CLN,lys6,202,14,35,50,202.5833333,202.6076389
6805,CLN,lys6,202,14,40,40,202.5833333,202.6111111
6806,CLN,lys6,202,14,45,40,202.5833333,202.6145833
6807,CLN,lys6,202,14,50,40,202.5833333,202.6180556
6808,CLN,lys6,202,14,55,40,202.5833333,202.6215278
6809,CLN,lys6,202,15,0,40,202.625,202.625
6810,CLN,lys6,202,15,5,35,202.625,202.6284722
6811,CLN,lys6,202,15,10,40,202.625,202.6319444
6812,CLN,lys6,202,15,15,30,202.625,202.6354167
6813,CLN,lys6,202,15,20,35,202.625,202.6388889
6814,CLN,lys6,202,15,25,35,202.625,202.6423611
6815,CLN,lys6,202,15,30,40,202.625,202.6458333
6816,CLN,lys6,202,15,35,30,202.625,202.6493056
6817,CLN,lys6,202,15,40,35,202.625,202.6527778
6818,CLN,lys6,202,15,45,35,202.625,202.65625
6819,CLN,lys6,202,15,50,30,202.625,202.6597222
6820,CLN,lys6,202,15,55,35,202.625,202.6631944
6821,CLN,lys6,202,16,0,30,202.6666667,202.6666667
6822,CLN,lys6,202,16,5,25,202.6666667,202.6701389
6823,CLN,lys6,202,16,10,35,202.6666667,202.6736111
6824,CLN,lys6,202,16,15,35,202.6666667,202.6770833
6825,CLN,lys6,202,16,20,25,202.6666667,202.6805556
6826,CLN,lys6,202,16,25,30,202.6666667,202.6840278
6827,CLN,lys6,202,16,30,30,202.6666667,202.6875
6828,CLN,lys6,202,16,35,10,202.6666667,202.6909722
6829,CLN,lys6,202,16,40,NA,202.6666667,202.6944444
6830,CLN,lys6,202,16,45,NA,202.6666667,202.6979167
6831,CLN,lys6,202,16,50,NA,202.6666667,202.7013889
6832,CLN,lys6,202,16,55,NA,202.6666667,202.7048611
6833,CLN,lys6,202,17,0,30,202.7083333,202.7083333
6834,CLN,lys6,202,17,5,25,202.7083333,202.7118056
6835,CLN,lys6,202,17,10,20,202.7083333,202.7152778
6836,CLN,lys6,202,17,15,20,202.7083333,202.71875
6837,CLN,lys6,202,17,20,25,202.7083333,202.7222222
6838,CLN,lys6,202,17,25,20,202.7083333,202.7256944
6839,CLN,lys6,202,17,30,20,202.7083333,202.7291667
6840,CLN,lys6,202,17,35,15,202.7083333,202.7326389
6841,CLN,lys6,202,17,40,20,202.7083333,202.7361111
6842,CLN,lys6,202,17,45,10,202.7083333,202.7395833
6843,CLN,lys6,202,17,50,20,202.7083333,202.7430556
6844,CLN,lys6,202,17,55,10,202.7083333,202.7465278
6845,CLN,lys6,202,18,0,15,202.75,202.75
6846,CLN,lys6,202,18,5,10,202.75,202.7534722
6847,CLN,lys6,202,18,10,15,202.75,202.7569444
6848,CLN,lys6,202,18,15,15,202.75,202.7604167
