#,variety,lysimeter,day of year,hour,minute,ET,hour of year,minute of year 
1032,A1,lys9,202,13,55,NA,202.5416667,202.5798611
1033,A1,lys9,202,14,0,NA,202.5833333,202.5833333
1034,A1,lys9,202,14,5,NA,202.5833333,202.5868056
1035,A1,lys9,202,14,10,35,202.5833333,202.5902778
1036,A1,lys9,202,14,15,45,202.5833333,202.59375
1037,A1,lys9,202,14,20,35,202.5833333,202.5972222
1038,A1,lys9,202,14,25,40,202.5833333,202.6006944
1039,A1,lys9,202,14,30,30,202.5833333,202.6041667
1040,A1,lys9,202,14,35,40,202.5833333,202.6076389
1041,A1,lys9,202,14,40,30,202.5833333,202.6111111
1042,A1,lys9,202,14,45,35,202.5833333,202.6145833
1043,A1,lys9,202,14,50,30,202.5833333,202.6180556
1044,A1,lys9,202,14,55,25,202.5833333,202.6215278
1045,A1,lys9,202,15,0,20,202.625,202.625
1046,A1,lys9,202,15,5,20,202.625,202.6284722
1047,A1,lys9,202,15,10,35,202.625,202.6319444
1048,A1,lys9,202,15,15,45,202.625,202.6354167
1049,A1,lys9,202,15,20,25,202.625,202.6388889
1050,A1,lys9,202,15,25,15,202.625,202.6423611
1051,A1,lys9,202,15,30,25,202.625,202.6458333
1052,A1,lys9,202,15,35,30,202.625,202.6493056
1053,A1,lys9,202,15,40,35,202.625,202.6527778
1054,A1,lys9,202,15,45,20,202.625,202.65625
1055,A1,lys9,202,15,50,5,202.625,202.6597222
1056,A1,lys9,202,15,55,20,202.625,202.6631944
1057,A1,lys9,202,16,0,NA,202.6666667,202.6666667
1058,A1,lys9,202,16,5,NA,202.6666667,202.6701389
1059,A1,lys9,202,16,10,15,202.6666667,202.6736111
1060,A1,lys9,202,16,15,25,202.6666667,202.6770833
1061,A1,lys9,202,16,20,30,202.6666667,202.6805556
1062,A1,lys9,202,16,25,NA,202.6666667,202.6840278
1063,A1,lys9,202,16,30,15,202.6666667,202.6875
1064,A1,lys9,202,16,35,15,202.6666667,202.6909722
1065,A1,lys9,202,16,40,NA,202.6666667,202.6944444
1066,A1,lys9,202,16,45,NA,202.6666667,202.6979167
1067,A1,lys9,202,16,50,NA,202.6666667,202.7013889
1068,A1,lys9,202,16,55,NA,202.6666667,202.7048611
1069,A1,lys9,202,17,0,5,202.7083333,202.7083333
1070,A1,lys9,202,17,5,NA,202.7083333,202.7118056
1071,A1,lys9,202,17,10,15,202.7083333,202.7152778
1072,A1,lys9,202,17,15,10,202.7083333,202.71875
1073,A1,lys9,202,17,20,20,202.7083333,202.7222222
1074,A1,lys9,202,17,25,10,202.7083333,202.7256944
1075,A1,lys9,202,17,30,0,202.7083333,202.7291667
1076,A1,lys9,202,17,35,NA,202.7083333,202.7326389
1077,A1,lys9,202,17,40,10,202.7083333,202.7361111
1078,A1,lys9,202,17,45,0,202.7083333,202.7395833
1079,A1,lys9,202,17,50,10,202.7083333,202.7430556
1080,A1,lys9,202,17,55,25,202.7083333,202.7465278
1081,A1,lys9,202,18,0,10,202.75,202.75
1082,A1,lys9,202,18,5,0,202.75,202.7534722
1083,A1,lys9,202,18,10,10,202.75,202.7569444
1084,A1,lys9,202,18,15,15,202.75,202.7604167
1085,A1,lys9,202,18,20,10,202.75,202.7638889
1086,A1,lys9,202,18,25,0,202.75,202.7673611
1087,A1,lys9,202,18,30,5,202.75,202.7708333
1088,A1,lys9,202,18,35,15,202.75,202.7743056
1089,A1,lys9,202,18,40,10,202.75,202.7777778
1090,A1,lys9,202,18,45,10,202.75,202.78125
1091,A1,lys9,202,18,50,0,202.75,202.7847222
1092,A1,lys9,202,18,55,0,202.75,202.7881944
1093,A1,lys9,202,19,0,5,202.7916667,202.7916667
1094,A1,lys9,202,19,5,10,202.7916667,202.7951389
1095,A1,lys9,202,19,10,NA,202.7916667,202.7986111
1096,A1,lys9,202,19,15,0,202.7916667,202.8020833
1097,A1,lys9,202,19,20,NA,202.7916667,202.8055556
1098,A1,lys9,202,19,25,20,202.7916667,202.8090278
1099,A1,lys9,202,19,30,10,202.7916667,202.8125
1100,A1,lys9,202,19,35,NA,202.7916667,202.8159722
1101,A1,lys9,202,19,40,5,202.7916667,202.8194444
1102,A1,lys9,202,19,45,10,202.7916667,202.8229167
1103,A1,lys9,202,19,50,10,202.7916667,202.8263889
1104,A1,lys9,202,19,55,NA,202.7916667,202.8298611
1105,A1,lys9,202,20,0,0,202.8333333,202.8333333
1106,A1,lys9,202,20,5,15,202.8333333,202.8368056
1107,A1,lys9,202,20,10,5,202.8333333,202.8402778
1108,A1,lys9,202,20,15,0,202.8333333,202.84375
1109,A1,lys9,202,20,20,0,202.8333333,202.8472222
1110,A1,lys9,202,20,25,10,202.8333333,202.8506944
1111,A1,lys9,202,20,30,10,202.8333333,202.8541667
1112,A1,lys9,202,20,35,0,202.8333333,202.8576389
1113,A1,lys9,202,20,40,0,202.8333333,202.8611111
1114,A1,lys9,202,20,45,5,202.8333333,202.8645833
1115,A1,lys9,202,20,50,10,202.8333333,202.8680556
1116,A1,lys9,202,20,55,5,202.8333333,202.8715278
1117,A1,lys9,202,21,0,0,202.875,202.875
1118,A1,lys9,202,21,5,0,202.875,202.8784722
1119,A1,lys9,202,21,10,NA,202.875,202.8819444
1120,A1,lys9,202,21,15,10,202.875,202.8854167
1121,A1,lys9,202,21,20,0,202.875,202.8888889
1122,A1,lys9,202,21,25,10,202.875,202.8923611
1123,A1,lys9,202,21,30,NA,202.875,202.8958333
1124,A1,lys9,202,21,35,0,202.875,202.8993056
1125,A1,lys9,202,21,40,10,202.875,202.9027778
1126,A1,lys9,202,21,45,5,202.875,202.90625
1127,A1,lys9,202,21,50,10,202.875,202.9097222
1128,A1,lys9,202,21,55,NA,202.875,202.9131944
1129,A1,lys9,202,22,0,0,202.9166667,202.9166667
1130,A1,lys9,202,22,5,10,202.9166667,202.9201389
1131,A1,lys9,202,22,10,5,202.9166667,202.9236111
1132,A1,lys9,202,22,15,5,202.9166667,202.9270833
1133,A1,lys9,202,22,20,5,202.9166667,202.9305556
1134,A1,lys9,202,22,25,NA,202.9166667,202.9340278
1135,A1,lys9,202,22,30,NA,202.9166667,202.9375
1136,A1,lys9,202,22,35,5,202.9166667,202.9409722
1137,A1,lys9,202,22,40,10,202.9166667,202.9444444
1138,A1,lys9,202,22,45,5,202.9166667,202.9479167
1139,A1,lys9,202,22,50,0,202.9166667,202.9513889
1140,A1,lys9,202,22,55,0,202.9166667,202.9548611
1141,A1,lys9,202,23,0,0,202.9583333,202.9583333
1142,A1,lys9,202,23,5,0,202.9583333,202.9618056
1143,A1,lys9,202,23,10,0,202.9583333,202.9652778
1144,A1,lys9,202,23,15,0,202.9583333,202.96875
1145,A1,lys9,202,23,20,0,202.9583333,202.9722222
1146,A1,lys9,202,23,25,0,202.9583333,202.9756944
1147,A1,lys9,202,23,30,NA,202.9583333,202.9791667
1148,A1,lys9,202,23,35,NA,202.9583333,202.9826389
1149,A1,lys9,202,23,40,NA,202.9583333,202.9861111
1150,A1,lys9,202,23,45,0,202.9583333,202.9895833
1151,A1,lys9,202,23,50,0,202.9583333,202.9930556
1152,A1,lys9,202,23,55,0,202.9583333,202.9965278
1153,A1,lys9,203,0,0,0,203,203
1154,A1,lys9,203,0,5,NA,203,203.0034722
1155,A1,lys9,203,0,10,5,203,203.0069444
1156,A1,lys9,203,0,15,10,203,203.0104167
1157,A1,lys9,203,0,20,5,203,203.0138889
1158,A1,lys9,203,0,25,0,203,203.0173611
1159,A1,lys9,203,0,30,5,203,203.0208333
1160,A1,lys9,203,0,35,0,203,203.0243056
1161,A1,lys9,203,0,40,0,203,203.0277778
1162,A1,lys9,203,0,45,NA,203,203.03125
1163,A1,lys9,203,0,50,5,203,203.0347222
1164,A1,lys9,203,0,55,5,203,203.0381944
1165,A1,lys9,203,1,0,5,203.0416667,203.0416667
1166,A1,lys9,203,1,5,5,203.0416667,203.0451389
1167,A1,lys9,203,1,10,0,203.0416667,203.0486111
1168,A1,lys9,203,1,15,0,203.0416667,203.0520833
1169,A1,lys9,203,1,20,0,203.0416667,203.0555556
1170,A1,lys9,203,1,25,NA,203.0416667,203.0590278
1171,A1,lys9,203,1,30,5,203.0416667,203.0625
1172,A1,lys9,203,1,35,10,203.0416667,203.0659722
1173,A1,lys9,203,1,40,5,203.0416667,203.0694444
1174,A1,lys9,203,1,45,0,203.0416667,203.0729167
1175,A1,lys9,203,1,50,5,203.0416667,203.0763889
1176,A1,lys9,203,1,55,5,203.0416667,203.0798611
1177,A1,lys9,203,2,0,0,203.0833333,203.0833333
1178,A1,lys9,203,2,5,0,203.0833333,203.0868056
1179,A1,lys9,203,2,10,0,203.0833333,203.0902778
1180,A1,lys9,203,2,15,10,203.0833333,203.09375
1181,A1,lys9,203,2,20,5,203.0833333,203.0972222
1182,A1,lys9,203,2,25,5,203.0833333,203.1006944
1183,A1,lys9,203,2,30,5,203.0833333,203.1041667
1184,A1,lys9,203,2,35,0,203.0833333,203.1076389
1185,A1,lys9,203,2,40,0,203.0833333,203.1111111
1186,A1,lys9,203,2,45,5,203.0833333,203.1145833
1187,A1,lys9,203,2,50,0,203.0833333,203.1180556
1188,A1,lys9,203,2,55,5,203.0833333,203.1215278
1189,A1,lys9,203,3,0,0,203.125,203.125
1190,A1,lys9,203,3,5,0,203.125,203.1284722
1191,A1,lys9,203,3,10,0,203.125,203.1319444
1192,A1,lys9,203,3,15,10,203.125,203.1354167
1193,A1,lys9,203,3,20,5,203.125,203.1388889
1194,A1,lys9,203,3,25,5,203.125,203.1423611
1195,A1,lys9,203,3,30,5,203.125,203.1458333
1196,A1,lys9,203,3,35,0,203.125,203.1493056
1197,A1,lys9,203,3,40,0,203.125,203.1527778
1198,A1,lys9,203,3,45,5,203.125,203.15625
1199,A1,lys9,203,3,50,0,203.125,203.1597222
1200,A1,lys9,203,3,55,0,203.125,203.1631944
1201,A1,lys9,203,4,0,0,203.1666667,203.1666667
1202,A1,lys9,203,4,5,0,203.1666667,203.1701389
1203,A1,lys9,203,4,10,5,203.1666667,203.1736111
1204,A1,lys9,203,4,15,5,203.1666667,203.1770833
1205,A1,lys9,203,4,20,10,203.1666667,203.1805556
1206,A1,lys9,203,4,25,0,203.1666667,203.1840278
1207,A1,lys9,203,4,30,5,203.1666667,203.1875
1208,A1,lys9,203,4,35,0,203.1666667,203.1909722
1209,A1,lys9,203,4,40,0,203.1666667,203.1944444
1210,A1,lys9,203,4,45,5,203.1666667,203.1979167
1211,A1,lys9,203,4,50,5,203.1666667,203.2013889
1212,A1,lys9,203,4,55,0,203.1666667,203.2048611
1213,A1,lys9,203,5,0,0,203.2083333,203.2083333
1214,A1,lys9,203,5,5,NA,203.2083333,203.2118056
1215,A1,lys9,203,5,10,10,203.2083333,203.2152778
1216,A1,lys9,203,5,15,5,203.2083333,203.21875
1217,A1,lys9,203,5,20,0,203.2083333,203.2222222
1218,A1,lys9,203,5,25,5,203.2083333,203.2256944
1219,A1,lys9,203,5,30,10,203.2083333,203.2291667
1220,A1,lys9,203,5,35,0,203.2083333,203.2326389
1221,A1,lys9,203,5,40,0,203.2083333,203.2361111
1222,A1,lys9,203,5,45,0,203.2083333,203.2395833
1223,A1,lys9,203,5,50,0,203.2083333,203.2430556
1224,A1,lys9,203,5,55,5,203.2083333,203.2465278
1225,A1,lys9,203,6,0,10,203.25,203.25
1226,A1,lys9,203,6,5,5,203.25,203.2534722
1227,A1,lys9,203,6,10,5,203.25,203.2569444
1228,A1,lys9,203,6,15,5,203.25,203.2604167
1229,A1,lys9,203,6,20,0,203.25,203.2638889
1230,A1,lys9,203,6,25,0,203.25,203.2673611
1231,A1,lys9,203,6,30,5,203.25,203.2708333
1232,A1,lys9,203,6,35,10,203.25,203.2743056
1233,A1,lys9,203,6,40,15,203.25,203.2777778
1234,A1,lys9,203,6,45,5,203.25,203.28125
1235,A1,lys9,203,6,50,0,203.25,203.2847222
1236,A1,lys9,203,6,55,0,203.25,203.2881944
1237,A1,lys9,203,7,0,NA,203.2916667,203.2916667
1238,A1,lys9,203,7,5,25,203.2916667,203.2951389
1239,A1,lys9,203,7,10,25,203.2916667,203.2986111
1240,A1,lys9,203,7,15,25,203.2916667,203.3020833
1241,A1,lys9,203,7,20,15,203.2916667,203.3055556
1242,A1,lys9,203,7,25,0,203.2916667,203.3090278
1243,A1,lys9,203,7,30,10,203.2916667,203.3125
1244,A1,lys9,203,7,35,10,203.2916667,203.3159722
1245,A1,lys9,203,7,40,NA,203.2916667,203.3194444
1246,A1,lys9,203,7,45,NA,203.2916667,203.3229167
1247,A1,lys9,203,7,50,NA,203.2916667,203.3263889
1248,A1,lys9,203,7,55,NA,203.2916667,203.3298611
1249,A1,lys9,203,8,0,5,203.3333333,203.3333333
1250,A1,lys9,203,8,5,0,203.3333333,203.3368056
1251,A1,lys9,203,8,10,NA,203.3333333,203.3402778
1252,A1,lys9,203,8,15,35,203.3333333,203.34375
1253,A1,lys9,203,8,20,20,203.3333333,203.3472222
1254,A1,lys9,203,8,25,10,203.3333333,203.3506944
1255,A1,lys9,203,8,30,0,203.3333333,203.3541667
1256,A1,lys9,203,8,35,10,203.3333333,203.3576389
1257,A1,lys9,203,8,40,25,203.3333333,203.3611111
1258,A1,lys9,203,8,45,10,203.3333333,203.3645833
1259,A1,lys9,203,8,50,0,203.3333333,203.3680556
1260,A1,lys9,203,8,55,5,203.3333333,203.3715278
1261,A1,lys9,203,9,0,15,203.375,203.375
1262,A1,lys9,203,9,5,35,203.375,203.3784722
1263,A1,lys9,203,9,10,NA,203.375,203.3819444
1264,A1,lys9,203,9,15,0,203.375,203.3854167
1265,A1,lys9,203,9,20,10,203.375,203.3888889
1266,A1,lys9,203,9,25,NA,203.375,203.3923611
1267,A1,lys9,203,9,30,30,203.375,203.3958333
1268,A1,lys9,203,9,35,NA,203.375,203.3993056
1269,A1,lys9,203,9,40,5,203.375,203.4027778
1270,A1,lys9,203,9,45,NA,203.375,203.40625
1271,A1,lys9,203,9,50,25,203.375,203.4097222
1272,A1,lys9,203,9,55,10,203.375,203.4131944
1273,A1,lys9,203,10,0,20,203.4166667,203.4166667
1274,A1,lys9,203,10,5,35,203.4166667,203.4201389
1275,A1,lys9,203,10,10,15,203.4166667,203.4236111
1276,A1,lys9,203,10,15,15,203.4166667,203.4270833
1277,A1,lys9,203,10,20,NA,203.4166667,203.4305556
1278,A1,lys9,203,10,25,20,203.4166667,203.4340278
1279,A1,lys9,203,10,30,10,203.4166667,203.4375
1280,A1,lys9,203,10,35,20,203.4166667,203.4409722
1281,A1,lys9,203,10,40,NA,203.4166667,203.4444444
1282,A1,lys9,203,10,45,NA,203.4166667,203.4479167
1283,A1,lys9,203,10,50,NA,203.4166667,203.4513889
1284,A1,lys9,203,10,55,NA,203.4166667,203.4548611
1285,A1,lys9,203,11,0,20,203.4583333,203.4583333
1286,A1,lys9,203,11,5,25,203.4583333,203.4618056
1287,A1,lys9,203,11,10,45,203.4583333,203.4652778
1288,A1,lys9,203,11,15,30,203.4583333,203.46875
1289,A1,lys9,203,11,20,20,203.4583333,203.4722222
1290,A1,lys9,203,11,25,30,203.4583333,203.4756944
1291,A1,lys9,203,11,30,50,203.4583333,203.4791667
1292,A1,lys9,203,11,35,35,203.4583333,203.4826389
1293,A1,lys9,203,11,40,20,203.4583333,203.4861111
1294,A1,lys9,203,11,45,30,203.4583333,203.4895833
1295,A1,lys9,203,11,50,35,203.4583333,203.4930556
1296,A1,lys9,203,11,55,55,203.4583333,203.4965278
1297,A1,lys9,203,12,0,NA,203.5,203.5
1298,A1,lys9,203,12,5,30,203.5,203.5034722
1299,A1,lys9,203,12,10,30,203.5,203.5069444
1300,A1,lys9,203,12,15,35,203.5,203.5104167
1301,A1,lys9,203,12,20,35,203.5,203.5138889
1302,A1,lys9,203,12,25,40,203.5,203.5173611
1303,A1,lys9,203,12,30,50,203.5,203.5208333
1304,A1,lys9,203,12,35,60,203.5,203.5243056
1305,A1,lys9,203,12,40,NA,203.5,203.5277778
1306,A1,lys9,203,12,45,35,203.5,203.53125
1307,A1,lys9,203,12,50,30,203.5,203.5347222
1308,A1,lys9,203,12,55,35,203.5,203.5381944
1309,A1,lys9,203,13,0,40,203.5416667,203.5416667
1310,A1,lys9,203,13,5,35,203.5416667,203.5451389
1311,A1,lys9,203,13,10,35,203.5416667,203.5486111
1312,A1,lys9,203,13,15,35,203.5416667,203.5520833
1313,A1,lys9,203,13,20,35,203.5416667,203.5555556
1314,A1,lys9,203,13,25,35,203.5416667,203.5590278
1315,A1,lys9,203,13,30,40,203.5416667,203.5625
1316,A1,lys9,203,13,35,40,203.5416667,203.5659722
1317,A1,lys9,203,13,40,35,203.5416667,203.5694444
1318,A1,lys9,203,13,45,NA,203.5416667,203.5729167
1319,A1,lys9,203,13,50,NA,203.5416667,203.5763889
1320,A1,lys9,203,13,55,NA,203.5416667,203.5798611
1321,A1,lys9,203,14,0,NA,203.5833333,203.5833333
1322,A1,lys9,203,14,5,NA,203.5833333,203.5868056
1323,A1,lys9,203,14,10,45,203.5833333,203.5902778
1324,A1,lys9,203,14,15,35,203.5833333,203.59375
1325,A1,lys9,203,14,20,45,203.5833333,203.5972222
1326,A1,lys9,203,14,25,35,203.5833333,203.6006944
1327,A1,lys9,203,14,30,35,203.5833333,203.6041667
1328,A1,lys9,203,14,35,35,203.5833333,203.6076389
1329,A1,lys9,203,14,40,30,203.5833333,203.6111111
1330,A1,lys9,203,14,45,35,203.5833333,203.6145833
1331,A1,lys9,203,14,50,30,203.5833333,203.6180556
1332,A1,lys9,203,14,55,25,203.5833333,203.6215278
1333,A1,lys9,203,15,0,20,203.625,203.625
1334,A1,lys9,203,15,5,20,203.625,203.6284722
1335,A1,lys9,203,15,10,30,203.625,203.6319444
1336,A1,lys9,203,15,15,25,203.625,203.6354167
1337,A1,lys9,203,15,20,35,203.625,203.6388889
1338,A1,lys9,203,15,25,25,203.625,203.6423611
1339,A1,lys9,203,15,30,30,203.625,203.6458333
1340,A1,lys9,203,15,35,35,203.625,203.6493056
1341,A1,lys9,203,15,40,35,203.625,203.6527778
1342,A1,lys9,203,15,45,20,203.625,203.65625
1343,A1,lys9,203,15,50,15,203.625,203.6597222
1344,A1,lys9,203,15,55,15,203.625,203.6631944
1345,A1,lys9,203,16,0,35,203.6666667,203.6666667
1346,A1,lys9,203,16,5,40,203.6666667,203.6701389
1347,A1,lys9,203,16,10,NA,203.6666667,203.6736111
1348,A1,lys9,203,16,15,15,203.6666667,203.6770833
1349,A1,lys9,203,16,20,20,203.6666667,203.6805556
1350,A1,lys9,203,16,25,35,203.6666667,203.6840278
1351,A1,lys9,203,16,30,NA,203.6666667,203.6875
1352,A1,lys9,203,16,35,0,203.6666667,203.6909722
1353,A1,lys9,203,16,40,NA,203.6666667,203.6944444
1354,A1,lys9,203,16,45,NA,203.6666667,203.6979167
1355,A1,lys9,203,16,50,NA,203.6666667,203.7013889
1356,A1,lys9,203,16,55,NA,203.6666667,203.7048611
1357,A1,lys9,203,17,0,25,203.7083333,203.7083333
1358,A1,lys9,203,17,5,5,203.7083333,203.7118056
1359,A1,lys9,203,17,10,20,203.7083333,203.7152778
1360,A1,lys9,203,17,15,20,203.7083333,203.71875
1361,A1,lys9,203,17,20,5,203.7083333,203.7222222
1362,A1,lys9,203,17,25,15,203.7083333,203.7256944
1363,A1,lys9,203,17,30,20,203.7083333,203.7291667
1364,A1,lys9,203,17,35,0,203.7083333,203.7326389
1365,A1,lys9,203,17,40,15,203.7083333,203.7361111
1366,A1,lys9,203,17,45,20,203.7083333,203.7395833
1367,A1,lys9,203,17,50,NA,203.7083333,203.7430556
1368,A1,lys9,203,17,55,10,203.7083333,203.7465278
1369,A1,lys9,203,18,0,20,203.75,203.75
1370,A1,lys9,203,18,5,10,203.75,203.7534722
1371,A1,lys9,203,18,10,NA,203.75,203.7569444
1372,A1,lys9,203,18,15,NA,203.75,203.7604167
1373,A1,lys9,203,18,20,20,203.75,203.7638889
1374,A1,lys9,203,18,25,10,203.75,203.7673611
1375,A1,lys9,203,18,30,0,203.75,203.7708333
1376,A1,lys9,203,18,35,0,203.75,203.7743056
1377,A1,lys9,203,18,40,15,203.75,203.7777778
1378,A1,lys9,203,18,45,10,203.75,203.78125
1379,A1,lys9,203,18,50,10,203.75,203.7847222
1380,A1,lys9,203,18,55,5,203.75,203.7881944
1381,A1,lys9,203,19,0,NA,203.7916667,203.7916667
1382,A1,lys9,203,19,5,NA,203.7916667,203.7951389
1383,A1,lys9,203,19,10,NA,203.7916667,203.7986111
1384,A1,lys9,203,19,15,0,203.7916667,203.8020833
1385,A1,lys9,203,19,20,NA,203.7916667,203.8055556
1386,A1,lys9,203,19,25,25,203.7916667,203.8090278
1387,A1,lys9,203,19,30,NA,203.7916667,203.8125
1388,A1,lys9,203,19,35,0,203.7916667,203.8159722
1389,A1,lys9,203,19,40,10,203.7916667,203.8194444
1390,A1,lys9,203,19,45,0,203.7916667,203.8229167
1391,A1,lys9,203,19,50,0,203.7916667,203.8263889
1392,A1,lys9,203,19,55,15,203.7916667,203.8298611
1393,A1,lys9,203,20,0,5,203.8333333,203.8333333
1394,A1,lys9,203,20,5,0,203.8333333,203.8368056
1395,A1,lys9,203,20,10,5,203.8333333,203.8402778
1396,A1,lys9,203,20,15,10,203.8333333,203.84375
1397,A1,lys9,203,20,20,5,203.8333333,203.8472222
1398,A1,lys9,203,20,25,0,203.8333333,203.8506944
1399,A1,lys9,203,20,30,0,203.8333333,203.8541667
1400,A1,lys9,203,20,35,10,203.8333333,203.8576389
1401,A1,lys9,203,20,40,10,203.8333333,203.8611111
1402,A1,lys9,203,20,45,5,203.8333333,203.8645833
1403,A1,lys9,203,20,50,0,203.8333333,203.8680556
1404,A1,lys9,203,20,55,0,203.8333333,203.8715278
1405,A1,lys9,203,21,0,10,203.875,203.875
1406,A1,lys9,203,21,5,5,203.875,203.8784722
1407,A1,lys9,203,21,10,5,203.875,203.8819444
1408,A1,lys9,203,21,15,NA,203.875,203.8854167
1409,A1,lys9,203,21,20,NA,203.875,203.8888889
1410,A1,lys9,203,21,25,5,203.875,203.8923611
1411,A1,lys9,203,21,30,10,203.875,203.8958333
1412,A1,lys9,203,21,35,5,203.875,203.8993056
1413,A1,lys9,203,21,40,0,203.875,203.9027778
1414,A1,lys9,203,21,45,0,203.875,203.90625
1415,A1,lys9,203,21,50,10,203.875,203.9097222
1416,A1,lys9,203,21,55,5,203.875,203.9131944
1417,A1,lys9,203,22,0,5,203.9166667,203.9166667
1418,A1,lys9,203,22,5,0,203.9166667,203.9201389
1419,A1,lys9,203,22,10,5,203.9166667,203.9236111
1420,A1,lys9,203,22,15,5,203.9166667,203.9270833
1421,A1,lys9,203,22,20,5,203.9166667,203.9305556
1422,A1,lys9,203,22,25,5,203.9166667,203.9340278
1423,A1,lys9,203,22,30,0,203.9166667,203.9375
1424,A1,lys9,203,22,35,0,203.9166667,203.9409722
1425,A1,lys9,203,22,40,5,203.9166667,203.9444444
1426,A1,lys9,203,22,45,5,203.9166667,203.9479167
1427,A1,lys9,203,22,50,5,203.9166667,203.9513889
1428,A1,lys9,203,22,55,10,203.9166667,203.9548611
1429,A1,lys9,203,23,0,0,203.9583333,203.9583333
1430,A1,lys9,203,23,5,0,203.9583333,203.9618056
1431,A1,lys9,203,23,10,0,203.9583333,203.9652778
1432,A1,lys9,203,23,15,0,203.9583333,203.96875
1433,A1,lys9,203,23,20,0,203.9583333,203.9722222
1434,A1,lys9,203,23,25,0,203.9583333,203.9756944
1435,A1,lys9,203,23,30,NA,203.9583333,203.9791667
1436,A1,lys9,203,23,35,NA,203.9583333,203.9826389
1437,A1,lys9,203,23,40,NA,203.9583333,203.9861111
1438,A1,lys9,203,23,45,0,203.9583333,203.9895833
1439,A1,lys9,203,23,50,0,203.9583333,203.9930556
1440,A1,lys9,203,23,55,0,203.9583333,203.9965278
1441,A1,lys9,NA,NA,NA,NA,NA,NA
1442,A1,lys10,199,0,0,0,199,199
1443,A1,lys10,199,0,5,10,199,199.0034722
1444,A1,lys10,199,0,10,NA,199,199.0069444
1445,A1,lys10,199,0,15,NA,199,199.0104167
1446,A1,lys10,199,0,20,NA,199,199.0138889
1447,A1,lys10,199,0,25,20,199,199.0173611
1448,A1,lys10,199,0,30,NA,199,199.0208333
1449,A1,lys10,199,0,35,NA,199,199.0243056
1450,A1,lys10,199,0,40,25,199,199.0277778
1451,A1,lys10,199,0,45,20,199,199.03125
1452,A1,lys10,199,0,50,NA,199,199.0347222
1453,A1,lys10,199,0,55,0,199,199.0381944
1454,A1,lys10,199,1,0,NA,199.0416667,199.0416667
1455,A1,lys10,199,1,5,20,199.0416667,199.0451389
1456,A1,lys10,199,1,10,20,199.0416667,199.0486111
1457,A1,lys10,199,1,15,NA,199.0416667,199.0520833
1458,A1,lys10,199,1,20,NA,199.0416667,199.0555556
1459,A1,lys10,199,1,25,NA,199.0416667,199.0590278
1460,A1,lys10,199,1,30,20,199.0416667,199.0625
1461,A1,lys10,199,1,35,20,199.0416667,199.0659722
1462,A1,lys10,199,1,40,5,199.0416667,199.0694444
1463,A1,lys10,199,1,45,NA,199.0416667,199.0729167
1464,A1,lys10,199,1,50,NA,199.0416667,199.0763889
1465,A1,lys10,199,1,55,NA,199.0416667,199.0798611
1466,A1,lys10,199,2,0,15,199.0833333,199.0833333
1467,A1,lys10,199,2,5,20,199.0833333,199.0868056
1468,A1,lys10,199,2,10,NA,199.0833333,199.0902778
1469,A1,lys10,199,2,15,0,199.0833333,199.09375
1470,A1,lys10,199,2,20,NA,199.0833333,199.0972222
1471,A1,lys10,199,2,25,15,199.0833333,199.1006944
1472,A1,lys10,199,2,30,15,199.0833333,199.1041667
1473,A1,lys10,199,2,35,NA,199.0833333,199.1076389
1474,A1,lys10,199,2,40,NA,199.0833333,199.1111111
1475,A1,lys10,199,2,45,NA,199.0833333,199.1145833
1476,A1,lys10,199,2,50,20,199.0833333,199.1180556
1477,A1,lys10,199,2,55,10,199.0833333,199.1215278
1478,A1,lys10,199,3,0,NA,199.125,199.125
1479,A1,lys10,199,3,5,0,199.125,199.1284722
1480,A1,lys10,199,3,10,NA,199.125,199.1319444
1481,A1,lys10,199,3,15,15,199.125,199.1354167
1482,A1,lys10,199,3,20,15,199.125,199.1388889
1483,A1,lys10,199,3,25,5,199.125,199.1423611
1484,A1,lys10,199,3,30,NA,199.125,199.1458333
1485,A1,lys10,199,3,35,NA,199.125,199.1493056
1486,A1,lys10,199,3,40,15,199.125,199.1527778
1487,A1,lys10,199,3,45,20,199.125,199.15625
1488,A1,lys10,199,3,50,10,199.125,199.1597222
1489,A1,lys10,199,3,55,NA,199.125,199.1631944
1490,A1,lys10,199,4,0,NA,199.1666667,199.1666667
1491,A1,lys10,199,4,5,NA,199.1666667,199.1701389
1492,A1,lys10,199,4,10,15,199.1666667,199.1736111
1493,A1,lys10,199,4,15,15,199.1666667,199.1770833
1494,A1,lys10,199,4,20,NA,199.1666667,199.1805556
1495,A1,lys10,199,4,25,0,199.1666667,199.1840278
1496,A1,lys10,199,4,30,NA,199.1666667,199.1875
1497,A1,lys10,199,4,35,20,199.1666667,199.1909722
1498,A1,lys10,199,4,40,15,199.1666667,199.1944444
1499,A1,lys10,199,4,45,0,199.1666667,199.1979167
1500,A1,lys10,199,4,50,NA,199.1666667,199.2013889
1501,A1,lys10,199,4,55,NA,199.1666667,199.2048611
1502,A1,lys10,199,5,0,20,199.2083333,199.2083333
1503,A1,lys10,199,5,5,15,199.2083333,199.2118056
1504,A1,lys10,199,5,10,10,199.2083333,199.2152778
1505,A1,lys10,199,5,15,0,199.2083333,199.21875
1506,A1,lys10,199,5,20,NA,199.2083333,199.2222222
1507,A1,lys10,199,5,25,NA,199.2083333,199.2256944
